user,tag,attempts,solved,corpus_count,solve_rate,coverage,strength_score,weakness_score,is_weak
ALPHAwule,combinatorics,5,4,813,0.8,0.0049,0.323,0.677,1
ALPHAwule,math,64,53,3356,0.8281,0.0158,0.3407,0.6593,1
ALPHAwule,games,6,5,287,0.8333,0.0174,0.3438,0.6562,1
ALPHAwule,hashing,2,2,235,1.0,0.0085,0.4051,0.5949,1
ALPHAwule,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
ALPHAwule,graph matchings,1,1,104,1.0,0.0096,0.4058,0.5942,1
ALPHAwule,chinese remainder theorem,3,3,24,1.0,0.125,0.475,0.525,0
A_G,string suffix structures,22,22,100,1.0,0.22,0.532,0.468,0
A_G,geometry,103,103,419,1.0,0.2458,0.5475,0.4525,0
A_G,implementation,828,827,2965,0.9988,0.2789,0.5669,0.4331,0
A_G,flows,47,47,160,1.0,0.2938,0.5762,0.4238,0
A_G,shortest paths,89,89,291,1.0,0.3058,0.5835,0.4165,0
A_G,hashing,72,72,235,1.0,0.3064,0.5838,0.4162,0
A_G,probabilities,88,86,265,0.9773,0.3245,0.5856,0.4144,0
A_G,ternary search,22,22,69,1.0,0.3188,0.5913,0.4087,0
A_G,graphs,386,385,1187,0.9974,0.3243,0.5936,0.4064,0
A_G,strings,261,261,792,1.0,0.3295,0.5977,0.4023,0
A_G,data structures,684,683,1974,0.9985,0.346,0.607,0.393,0
A_G,dp,871,867,2442,0.9954,0.355,0.6112,0.3888,0
A_G,brute force,691,691,1935,1.0,0.3571,0.6143,0.3857,0
A_G,schedules,5,5,14,1.0,0.3571,0.6143,0.3857,0
A_G,dfs and similar,373,373,1040,1.0,0.3587,0.6152,0.3848,0
A_G,binary search,450,450,1247,1.0,0.3609,0.6165,0.3835,0
A_G,sortings,439,439,1212,1.0,0.3622,0.6173,0.3827,0
A_G,trees,339,339,934,1.0,0.363,0.6178,0.3822,0
A_G,matrices,50,50,137,1.0,0.365,0.619,0.381,0
A_G,graph matchings,38,38,104,1.0,0.3654,0.6192,0.3808,0
A_G,meet-in-the-middle,19,19,51,1.0,0.3725,0.6235,0.3765,0
A_G,2-sat,15,15,40,1.0,0.375,0.625,0.375,0
A_G,dsu,156,156,405,1.0,0.3852,0.6311,0.3689,0
A_G,number theory,339,339,862,1.0,0.3933,0.636,0.364,0
A_G,two pointers,249,249,625,1.0,0.3984,0.639,0.361,0
A_G,divide and conquer,140,140,344,1.0,0.407,0.6442,0.3558,0
A_G,math,1385,1384,3356,0.9993,0.4124,0.6471,0.3529,0
A_G,greedy,1438,1436,3429,0.9986,0.4188,0.6507,0.3493,0
A_G,games,120,120,287,1.0,0.4181,0.6509,0.3491,0
A_G,combinatorics,356,354,813,0.9944,0.4354,0.659,0.341,0
A_G,bitmasks,315,313,686,0.9937,0.4563,0.6712,0.3288,0
A_G,constructive algorithms,934,932,2035,0.9979,0.458,0.6739,0.3261,0
A_G,chinese remainder theorem,11,11,24,1.0,0.4583,0.675,0.325,0
A_G,interactive,133,133,278,1.0,0.4784,0.6871,0.3129,0
A_G,fft,56,55,110,0.9821,0.5,0.6929,0.3071,0
Acheronlt,geometry,1,0,419,0.0,0.0,0.0,1.0,1
Acheronlt,probabilities,1,0,265,0.0,0.0,0.0,1.0,1
Acheronlt,interactive,3,1,278,0.3333,0.0036,0.1355,0.8645,1
Acheronlt,shortest paths,3,2,291,0.6667,0.0069,0.2708,0.7292,1
Acheronlt,brute force,13,9,1935,0.6923,0.0047,0.2797,0.7203,1
Acheronlt,trees,13,9,934,0.6923,0.0096,0.2827,0.7173,1
Acheronlt,constructive algorithms,14,10,2035,0.7143,0.0049,0.2887,0.7113,1
Acheronlt,two pointers,4,3,625,0.75,0.0048,0.3029,0.6971,1
Acheronlt,divide and conquer,5,4,344,0.8,0.0116,0.327,0.673,1
Acheronlt,math,34,28,3356,0.8235,0.0083,0.3344,0.6656,1
Acheronlt,implementation,12,10,2965,0.8333,0.0034,0.3354,0.6646,1
Acheronlt,dsu,6,5,405,0.8333,0.0123,0.3407,0.6593,1
Acheronlt,greedy,33,28,3429,0.8485,0.0082,0.3443,0.6557,1
Acheronlt,graphs,14,12,1187,0.8571,0.0101,0.3489,0.6511,1
Acheronlt,combinatorics,14,12,813,0.8571,0.0148,0.3517,0.6483,1
Acheronlt,bitmasks,14,12,686,0.8571,0.0175,0.3534,0.6466,1
Acheronlt,dp,37,32,2442,0.8649,0.0131,0.3538,0.6462,1
Acheronlt,number theory,8,7,862,0.875,0.0081,0.3549,0.6451,1
Acheronlt,binary search,13,12,1247,0.9231,0.0096,0.375,0.625,1
Acheronlt,data structures,20,19,1974,0.95,0.0096,0.3858,0.6142,1
Acheronlt,communication,2,1,3,0.5,0.3333,0.4,0.6,1
Acheronlt,sortings,5,5,1212,1.0,0.0041,0.4025,0.5975,1
Acheronlt,flows,1,1,160,1.0,0.0062,0.4038,0.5962,1
Acheronlt,dfs and similar,7,7,1040,1.0,0.0067,0.404,0.596,1
Acheronlt,hashing,2,2,235,1.0,0.0085,0.4051,0.5949,1
Acheronlt,strings,8,8,792,1.0,0.0101,0.4061,0.5939,1
Acheronlt,games,4,4,287,1.0,0.0139,0.4084,0.5916,1
Acheronlt,ternary search,1,1,69,1.0,0.0145,0.4087,0.5913,1
Acheronlt,matrices,2,2,137,1.0,0.0146,0.4088,0.5912,1
Acheronlt,graph matchings,2,2,104,1.0,0.0192,0.4115,0.5885,1
Acheronlt,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
Acheronlt,fft,3,3,110,1.0,0.0273,0.4164,0.5836,1
Acheronlt,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
Acheronlt,string suffix structures,4,4,100,1.0,0.04,0.424,0.576,1
Acheronlt,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
AdamAlt,geometry,2,0,419,0.0,0.0,0.0,1.0,1
AdamAlt,graph matchings,2,0,104,0.0,0.0,0.0,1.0,1
AdamAlt,matrices,1,0,137,0.0,0.0,0.0,1.0,1
AdamAlt,meet-in-the-middle,1,0,51,0.0,0.0,0.0,1.0,1
AdamAlt,interactive,3,1,278,0.3333,0.0036,0.1355,0.8645,1
AdamAlt,combinatorics,7,3,813,0.4286,0.0037,0.1736,0.8264,1
AdamAlt,dsu,4,2,405,0.5,0.0049,0.203,0.797,1
AdamAlt,bitmasks,7,4,686,0.5714,0.0058,0.2321,0.7679,1
AdamAlt,constructive algorithms,22,14,2035,0.6364,0.0069,0.2587,0.7413,1
AdamAlt,data structures,15,10,1974,0.6667,0.0051,0.2697,0.7303,1
AdamAlt,brute force,15,10,1935,0.6667,0.0052,0.2698,0.7302,1
AdamAlt,implementation,20,14,2965,0.7,0.0047,0.2828,0.7172,1
AdamAlt,sortings,17,12,1212,0.7059,0.0099,0.2883,0.7117,1
AdamAlt,binary search,11,8,1247,0.7273,0.0064,0.2948,0.7052,1
AdamAlt,dp,22,16,2442,0.7273,0.0066,0.2948,0.7052,1
AdamAlt,math,33,24,3356,0.7273,0.0072,0.2952,0.7048,1
AdamAlt,greedy,39,30,3429,0.7692,0.0087,0.3129,0.6871,1
AdamAlt,number theory,5,4,862,0.8,0.0046,0.3228,0.6772,1
AdamAlt,graphs,10,8,1187,0.8,0.0067,0.324,0.676,1
AdamAlt,two pointers,10,8,625,0.8,0.0128,0.3277,0.6723,1
AdamAlt,dfs and similar,8,7,1040,0.875,0.0067,0.354,0.646,1
AdamAlt,trees,9,8,934,0.8889,0.0086,0.3607,0.6393,1
AdamAlt,strings,4,4,792,1.0,0.0051,0.403,0.597,1
AdamAlt,divide and conquer,2,2,344,1.0,0.0058,0.4035,0.5965,1
AdamAlt,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
AdamAlt,games,3,3,287,1.0,0.0105,0.4063,0.5937,1
Adam_GS,*special,11,7,370,0.6364,0.0189,0.2659,0.7341,1
Adam_GS,fft,10,7,110,0.7,0.0636,0.3182,0.6818,1
Adam_GS,chinese remainder theorem,4,3,24,0.75,0.125,0.375,0.625,1
Adam_GS,matrices,10,9,137,0.9,0.0657,0.3994,0.6006,1
Adam_GS,string suffix structures,9,8,100,0.8889,0.08,0.4036,0.5964,1
Adam_GS,graph matchings,14,12,104,0.8571,0.1154,0.4121,0.5879,1
Adam_GS,flows,18,16,160,0.8889,0.1,0.4156,0.5844,1
Adam_GS,2-sat,9,7,40,0.7778,0.175,0.4161,0.5839,1
Adam_GS,geometry,48,44,419,0.9167,0.105,0.4297,0.5703,1
Adam_GS,probabilities,33,30,265,0.9091,0.1132,0.4316,0.5684,1
Adam_GS,meet-in-the-middle,8,7,51,0.875,0.1373,0.4324,0.5676,1
Adam_GS,trees,139,123,934,0.8849,0.1317,0.433,0.567,1
Adam_GS,hashing,33,30,235,0.9091,0.1277,0.4402,0.5598,1
Adam_GS,graphs,170,156,1187,0.9176,0.1314,0.4459,0.5541,1
Adam_GS,data structures,303,275,1974,0.9076,0.1393,0.4466,0.5534,1
Adam_GS,expression parsing,3,3,35,1.0,0.0857,0.4514,0.5486,0
Adam_GS,combinatorics,112,105,813,0.9375,0.1292,0.4525,0.5475,0
Adam_GS,dp,377,347,2442,0.9204,0.1421,0.4534,0.5466,0
Adam_GS,interactive,64,54,278,0.8438,0.1942,0.454,0.546,0
Adam_GS,binary search,225,202,1247,0.8978,0.162,0.4563,0.5437,0
Adam_GS,dsu,79,70,405,0.8861,0.1728,0.4581,0.5419,0
Adam_GS,dfs and similar,179,163,1040,0.9106,0.1567,0.4583,0.5417,0
Adam_GS,games,61,53,287,0.8689,0.1847,0.4583,0.5417,0
Adam_GS,divide and conquer,60,56,344,0.9333,0.1628,0.471,0.529,0
Adam_GS,bitmasks,145,130,686,0.8966,0.1895,0.4723,0.5277,0
Adam_GS,two pointers,126,115,625,0.9127,0.184,0.4755,0.5245,0
Adam_GS,constructive algorithms,457,413,2035,0.9037,0.2029,0.4833,0.5167,0
Adam_GS,ternary search,14,13,69,0.9286,0.1884,0.4845,0.5155,0
Adam_GS,sortings,240,226,1212,0.9417,0.1865,0.4885,0.5115,0
Adam_GS,brute force,413,385,1935,0.9322,0.199,0.4923,0.5077,0
Adam_GS,shortest paths,50,49,291,0.98,0.1684,0.493,0.507,0
Adam_GS,number theory,187,174,862,0.9305,0.2019,0.4933,0.5067,0
Adam_GS,implementation,625,593,2965,0.9488,0.2,0.4995,0.5005,0
Adam_GS,greedy,787,736,3429,0.9352,0.2146,0.5029,0.4971,0
Adam_GS,math,734,695,3356,0.9469,0.2071,0.503,0.497,0
Adam_GS,strings,153,150,792,0.9804,0.1894,0.5058,0.4942,0
Adam_GS,communication,1,1,3,1.0,0.3333,0.6,0.4,0
Adam_GS,schedules,5,5,14,1.0,0.3571,0.6143,0.3857,0
Adrian_B,*special,1,0,370,0.0,0.0,0.0,1.0,1
Adrian_B,flows,1,0,160,0.0,0.0,0.0,1.0,1
Adrian_B,graph matchings,4,2,104,0.5,0.0192,0.2115,0.7885,1
Adrian_B,geometry,3,2,419,0.6667,0.0048,0.2695,0.7305,1
Adrian_B,hashing,3,2,235,0.6667,0.0085,0.2718,0.7282,1
Adrian_B,dfs and similar,17,13,1040,0.7647,0.0125,0.3134,0.6866,1
Adrian_B,graphs,15,12,1187,0.8,0.0101,0.3261,0.6739,1
Adrian_B,strings,14,12,792,0.8571,0.0152,0.3519,0.6481,1
Adrian_B,implementation,26,23,2965,0.8846,0.0078,0.3585,0.6415,1
Adrian_B,two pointers,15,13,625,0.8667,0.0208,0.3591,0.6409,1
Adrian_B,number theory,10,9,862,0.9,0.0104,0.3663,0.6337,1
Adrian_B,brute force,34,31,1935,0.9118,0.016,0.3743,0.6257,1
Adrian_B,bitmasks,20,18,686,0.9,0.0262,0.3757,0.6243,1
Adrian_B,dsu,11,10,405,0.9091,0.0247,0.3785,0.6215,1
Adrian_B,sortings,25,23,1212,0.92,0.019,0.3794,0.6206,1
Adrian_B,greedy,98,90,3429,0.9184,0.0262,0.3831,0.6169,1
Adrian_B,data structures,32,30,1974,0.9375,0.0152,0.3841,0.6159,1
Adrian_B,constructive algorithms,44,41,2035,0.9318,0.0201,0.3848,0.6152,1
Adrian_B,trees,17,16,934,0.9412,0.0171,0.3867,0.6133,1
Adrian_B,math,62,60,3356,0.9677,0.0179,0.3978,0.6022,1
Adrian_B,combinatorics,23,22,813,0.9565,0.0271,0.3988,0.6012,1
Adrian_B,dp,45,44,2442,0.9778,0.018,0.4019,0.5981,1
Adrian_B,interactive,2,2,278,1.0,0.0072,0.4043,0.5957,1
Adrian_B,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
Adrian_B,string suffix structures,1,1,100,1.0,0.01,0.406,0.594,1
Adrian_B,shortest paths,3,3,291,1.0,0.0103,0.4062,0.5938,1
Adrian_B,probabilities,3,3,265,1.0,0.0113,0.4068,0.5932,1
Adrian_B,binary search,23,23,1247,1.0,0.0184,0.4111,0.5889,1
Adrian_B,divide and conquer,7,7,344,1.0,0.0203,0.4122,0.5878,1
Adrian_B,games,11,11,287,1.0,0.0383,0.423,0.577,1
Adrian_B,ternary search,3,3,69,1.0,0.0435,0.4261,0.5739,1
Adrian_B,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
Aegleseekers,probabilities,5,3,265,0.6,0.0113,0.2468,0.7532,1
Aegleseekers,divide and conquer,3,2,344,0.6667,0.0058,0.2702,0.7298,1
Aegleseekers,strings,6,5,792,0.8333,0.0063,0.3371,0.6629,1
Aegleseekers,interactive,10,8,278,0.8,0.0288,0.3373,0.6627,1
Aegleseekers,binary search,23,19,1247,0.8261,0.0152,0.3396,0.6604,1
Aegleseekers,data structures,22,19,1974,0.8636,0.0096,0.3512,0.6488,1
Aegleseekers,trees,9,8,934,0.8889,0.0086,0.3607,0.6393,1
Aegleseekers,implementation,38,34,2965,0.8947,0.0115,0.3648,0.6352,1
Aegleseekers,dfs and similar,13,12,1040,0.9231,0.0115,0.3762,0.6238,1
Aegleseekers,dp,31,29,2442,0.9355,0.0119,0.3813,0.6187,1
Aegleseekers,combinatorics,16,15,813,0.9375,0.0185,0.3861,0.6139,1
Aegleseekers,greedy,79,74,3429,0.9367,0.0216,0.3876,0.6124,1
Aegleseekers,bitmasks,16,15,686,0.9375,0.0219,0.3881,0.6119,1
Aegleseekers,math,71,67,3356,0.9437,0.02,0.3894,0.6106,1
Aegleseekers,sortings,26,25,1212,0.9615,0.0206,0.397,0.603,1
Aegleseekers,geometry,1,1,419,1.0,0.0024,0.4014,0.5986,1
Aegleseekers,shortest paths,1,1,291,1.0,0.0034,0.4021,0.5979,1
Aegleseekers,hashing,2,2,235,1.0,0.0085,0.4051,0.5949,1
Aegleseekers,graphs,13,13,1187,1.0,0.011,0.4066,0.5934,1
Aegleseekers,constructive algorithms,52,51,2035,0.9808,0.0251,0.4073,0.5927,1
Aegleseekers,ternary search,1,1,69,1.0,0.0145,0.4087,0.5913,1
Aegleseekers,number theory,14,14,862,1.0,0.0162,0.4097,0.5903,1
Aegleseekers,dsu,7,7,405,1.0,0.0173,0.4104,0.5896,1
Aegleseekers,brute force,36,36,1935,1.0,0.0186,0.4112,0.5888,1
Aegleseekers,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
Aegleseekers,two pointers,18,18,625,1.0,0.0288,0.4173,0.5827,1
Aegleseekers,games,11,11,287,1.0,0.0383,0.423,0.577,1
Aegleseekers,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
Aestivate,expression parsing,3,2,35,0.6667,0.0571,0.301,0.699,1
Aestivate,*special,5,4,370,0.8,0.0108,0.3265,0.6735,1
Aestivate,string suffix structures,11,9,100,0.8182,0.09,0.3813,0.6187,1
Aestivate,fft,8,7,110,0.875,0.0636,0.3882,0.6118,1
Aestivate,graph matchings,12,10,104,0.8333,0.0962,0.391,0.609,1
Aestivate,meet-in-the-middle,7,6,51,0.8571,0.1176,0.4134,0.5866,1
Aestivate,probabilities,24,22,265,0.9167,0.083,0.4165,0.5835,1
Aestivate,geometry,48,45,419,0.9375,0.1074,0.4394,0.5606,1
Aestivate,interactive,37,34,278,0.9189,0.1223,0.4409,0.5591,1
Aestivate,divide and conquer,63,55,344,0.873,0.1599,0.4451,0.5549,1
Aestivate,trees,139,127,934,0.9137,0.136,0.4471,0.5529,1
Aestivate,chinese remainder theorem,2,2,24,1.0,0.0833,0.45,0.55,0
Aestivate,hashing,33,31,235,0.9394,0.1319,0.4549,0.5451,0
Aestivate,2-sat,8,7,40,0.875,0.175,0.455,0.545,0
Aestivate,graphs,196,179,1187,0.9133,0.1508,0.4558,0.5442,0
Aestivate,flows,21,20,160,0.9524,0.125,0.456,0.544,0
Aestivate,matrices,14,14,137,1.0,0.1022,0.4613,0.5387,0
Aestivate,dfs and similar,194,176,1040,0.9072,0.1692,0.4644,0.5356,0
Aestivate,dp,433,407,2442,0.94,0.1667,0.476,0.524,0
Aestivate,combinatorics,143,135,813,0.9441,0.1661,0.4773,0.5227,0
Aestivate,shortest paths,46,45,291,0.9783,0.1546,0.4841,0.5159,0
Aestivate,data structures,393,368,1974,0.9364,0.1864,0.4864,0.5136,0
Aestivate,implementation,565,543,2965,0.9611,0.1831,0.4943,0.5057,0
Aestivate,dsu,81,78,405,0.963,0.1926,0.5007,0.4993,0
Aestivate,brute force,445,420,1935,0.9438,0.2171,0.5078,0.4922,0
Aestivate,number theory,187,180,862,0.9626,0.2088,0.5103,0.4897,0
Aestivate,bitmasks,156,149,686,0.9551,0.2172,0.5124,0.4876,0
Aestivate,strings,163,161,792,0.9877,0.2033,0.5171,0.4829,0
Aestivate,constructive algorithms,452,441,2035,0.9757,0.2167,0.5203,0.4797,0
Aestivate,binary search,303,289,1247,0.9538,0.2318,0.5206,0.4794,0
Aestivate,math,772,747,3356,0.9676,0.2226,0.5206,0.4794,0
Aestivate,games,63,62,287,0.9841,0.216,0.5233,0.4767,0
Aestivate,sortings,280,273,1212,0.975,0.2252,0.5251,0.4749,0
Aestivate,greedy,889,860,3429,0.9674,0.2508,0.5374,0.4626,0
Aestivate,two pointers,170,163,625,0.9588,0.2608,0.54,0.46,0
Aestivate,ternary search,18,18,69,1.0,0.2609,0.5565,0.4435,0
Aestivate,schedules,4,4,14,1.0,0.2857,0.5714,0.4286,0
Aink,probabilities,2,1,265,0.5,0.0038,0.2023,0.7977,1
Aink,dsu,8,5,405,0.625,0.0123,0.2574,0.7426,1
Aink,trees,21,14,934,0.6667,0.015,0.2757,0.7243,1
Aink,graphs,11,8,1187,0.7273,0.0067,0.295,0.705,1
Aink,number theory,15,12,862,0.8,0.0139,0.3284,0.6716,1
Aink,interactive,5,4,278,0.8,0.0144,0.3286,0.6714,1
Aink,divide and conquer,10,8,344,0.8,0.0233,0.334,0.666,1
Aink,data structures,38,31,1974,0.8158,0.0157,0.3357,0.6643,1
Aink,geometry,6,5,419,0.8333,0.0119,0.3405,0.6595,1
Aink,dp,53,44,2442,0.8302,0.018,0.3429,0.6571,1
Aink,bitmasks,23,19,686,0.8261,0.0277,0.3471,0.6529,1
Aink,games,8,7,287,0.875,0.0244,0.3646,0.6354,1
Aink,binary search,34,30,1247,0.8824,0.0241,0.3674,0.6326,1
Aink,math,101,90,3356,0.8911,0.0268,0.3725,0.6275,1
Aink,brute force,50,45,1935,0.9,0.0233,0.374,0.626,1
Aink,two pointers,13,12,625,0.9231,0.0192,0.3808,0.6192,1
Aink,combinatorics,15,14,813,0.9333,0.0172,0.3837,0.6163,1
Aink,sortings,41,38,1212,0.9268,0.0314,0.3895,0.6105,1
Aink,constructive algorithms,77,71,2035,0.9221,0.0349,0.3898,0.6102,1
Aink,implementation,54,52,2965,0.963,0.0175,0.3957,0.6043,1
Aink,greedy,125,118,3429,0.944,0.0344,0.3982,0.6018,1
Aink,shortest paths,1,1,291,1.0,0.0034,0.4021,0.5979,1
Aink,strings,25,24,792,0.96,0.0303,0.4022,0.5978,1
Aink,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
Aink,hashing,2,2,235,1.0,0.0085,0.4051,0.5949,1
Aink,dfs and similar,9,9,1040,1.0,0.0087,0.4052,0.5948,1
Aink,string suffix structures,1,1,100,1.0,0.01,0.406,0.594,1
Aink,fft,2,2,110,1.0,0.0182,0.4109,0.5891,1
Aink,graph matchings,2,2,104,1.0,0.0192,0.4115,0.5885,1
Aink,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
Aink,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
AkramElOmrani,meet-in-the-middle,3,2,51,0.6667,0.0392,0.2902,0.7098,1
AkramElOmrani,2-sat,3,2,40,0.6667,0.05,0.2967,0.7033,1
AkramElOmrani,*special,4,3,370,0.75,0.0081,0.3049,0.6951,1
AkramElOmrani,flows,6,5,160,0.8333,0.0312,0.3521,0.6479,1
AkramElOmrani,fft,6,5,110,0.8333,0.0455,0.3606,0.6394,1
AkramElOmrani,matrices,11,9,137,0.8182,0.0657,0.3667,0.6333,1
AkramElOmrani,shortest paths,31,25,291,0.8065,0.0859,0.3741,0.6259,1
AkramElOmrani,graphs,113,99,1187,0.8761,0.0834,0.4005,0.5995,1
AkramElOmrani,graph matchings,9,8,104,0.8889,0.0769,0.4017,0.5983,1
AkramElOmrani,dsu,48,41,405,0.8542,0.1012,0.4024,0.5976,1
AkramElOmrani,trees,90,80,934,0.8889,0.0857,0.4069,0.5931,1
AkramElOmrani,dfs and similar,132,114,1040,0.8636,0.1096,0.4112,0.5888,1
AkramElOmrani,geometry,39,36,419,0.9231,0.0859,0.4208,0.5792,1
AkramElOmrani,divide and conquer,42,38,344,0.9048,0.1105,0.4282,0.5718,1
AkramElOmrani,data structures,246,222,1974,0.9024,0.1125,0.4285,0.5715,1
AkramElOmrani,expression parsing,2,2,35,1.0,0.0571,0.4343,0.5657,1
AkramElOmrani,string suffix structures,6,6,100,1.0,0.06,0.436,0.564,1
AkramElOmrani,interactive,37,34,278,0.9189,0.1223,0.4409,0.5591,1
AkramElOmrani,hashing,29,27,235,0.931,0.1149,0.4413,0.5587,1
AkramElOmrani,probabilities,33,31,265,0.9394,0.117,0.4459,0.5541,1
AkramElOmrani,binary search,195,179,1247,0.9179,0.1435,0.4533,0.5467,0
AkramElOmrani,dp,336,317,2442,0.9435,0.1298,0.4553,0.5447,0
AkramElOmrani,implementation,433,406,2965,0.9376,0.1369,0.4572,0.5428,0
AkramElOmrani,games,37,36,287,0.973,0.1254,0.4645,0.5355,0
AkramElOmrani,sortings,211,196,1212,0.9289,0.1617,0.4686,0.5314,0
AkramElOmrani,two pointers,102,96,625,0.9412,0.1536,0.4686,0.5314,0
AkramElOmrani,chinese remainder theorem,3,3,24,1.0,0.125,0.475,0.525,0
AkramElOmrani,combinatorics,115,114,813,0.9913,0.1402,0.4807,0.5193,0
AkramElOmrani,bitmasks,131,123,686,0.9389,0.1793,0.4832,0.5168,0
AkramElOmrani,constructive algorithms,360,344,2035,0.9556,0.169,0.4836,0.5164,0
AkramElOmrani,strings,131,127,792,0.9695,0.1604,0.484,0.516,0
AkramElOmrani,brute force,354,341,1935,0.9633,0.1762,0.491,0.509,0
AkramElOmrani,schedules,5,4,14,0.8,0.2857,0.4914,0.5086,0
AkramElOmrani,math,614,592,3356,0.9642,0.1764,0.4915,0.5085,0
AkramElOmrani,greedy,672,639,3429,0.9509,0.1864,0.4922,0.5078,0
AkramElOmrani,ternary search,16,15,69,0.9375,0.2174,0.5054,0.4946,0
AkramElOmrani,number theory,170,166,862,0.9765,0.1926,0.5061,0.4939,0
AkramElOmrani,communication,1,1,3,1.0,0.3333,0.6,0.4,0
Akulyat,expression parsing,3,2,35,0.6667,0.0571,0.301,0.699,1
Akulyat,*special,14,12,370,0.8571,0.0324,0.3623,0.6377,1
Akulyat,fft,18,15,110,0.8333,0.1364,0.4152,0.5848,1
Akulyat,matrices,19,17,137,0.8947,0.1241,0.4323,0.5677,1
Akulyat,flows,25,23,160,0.92,0.1438,0.4542,0.5458,0
Akulyat,divide and conquer,72,63,344,0.875,0.1831,0.4599,0.5401,0
Akulyat,string suffix structures,11,11,100,1.0,0.11,0.466,0.534,0
Akulyat,geometry,80,73,419,0.9125,0.1742,0.4695,0.5305,0
Akulyat,probabilities,56,51,265,0.9107,0.1925,0.4798,0.5202,0
Akulyat,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
Akulyat,chinese remainder theorem,7,6,24,0.8571,0.25,0.4929,0.5071,0
Akulyat,hashing,56,51,235,0.9107,0.217,0.4945,0.5055,0
Akulyat,trees,220,205,934,0.9318,0.2195,0.5044,0.4956,0
Akulyat,data structures,482,450,1974,0.9336,0.228,0.5102,0.4898,0
Akulyat,dp,589,554,2442,0.9406,0.2269,0.5123,0.4877,0
Akulyat,graph matchings,29,27,104,0.931,0.2596,0.5282,0.4718,0
Akulyat,meet-in-the-middle,11,11,51,1.0,0.2157,0.5294,0.4706,0
Akulyat,shortest paths,80,75,291,0.9375,0.2577,0.5296,0.4704,0
Akulyat,graphs,343,317,1187,0.9242,0.2671,0.5299,0.4701,0
Akulyat,interactive,96,84,278,0.875,0.3022,0.5313,0.4687,0
Akulyat,combinatorics,202,196,813,0.9703,0.2411,0.5328,0.4672,0
Akulyat,strings,211,201,792,0.9526,0.2538,0.5333,0.4667,0
Akulyat,binary search,332,319,1247,0.9608,0.2558,0.5378,0.4622,0
Akulyat,bitmasks,176,171,686,0.9716,0.2493,0.5382,0.4618,0
Akulyat,dsu,109,105,405,0.9633,0.2593,0.5409,0.4591,0
Akulyat,dfs and similar,296,283,1040,0.9561,0.2721,0.5457,0.4543,0
Akulyat,implementation,823,793,2965,0.9635,0.2675,0.5459,0.4541,0
Akulyat,games,84,80,287,0.9524,0.2787,0.5482,0.4518,0
Akulyat,brute force,570,543,1935,0.9526,0.2806,0.5494,0.4506,0
Akulyat,math,1013,973,3356,0.9605,0.2899,0.5582,0.4418,0
Akulyat,two pointers,196,186,625,0.949,0.2976,0.5582,0.4418,0
Akulyat,number theory,251,244,862,0.9721,0.2831,0.5587,0.4413,0
Akulyat,ternary search,19,19,69,1.0,0.2754,0.5652,0.4348,0
Akulyat,sortings,400,389,1212,0.9725,0.321,0.5816,0.4184,0
Akulyat,greedy,1160,1121,3429,0.9664,0.3269,0.5827,0.4173,0
Akulyat,2-sat,15,14,40,0.9333,0.35,0.5833,0.4167,0
Akulyat,constructive algorithms,715,683,2035,0.9552,0.3356,0.5835,0.4165,0
Akulyat,communication,1,1,3,1.0,0.3333,0.6,0.4,0
Aldk,string suffix structures,8,6,100,0.75,0.06,0.336,0.664,1
Aldk,*special,20,17,370,0.85,0.0459,0.3676,0.6324,1
Aldk,flows,16,13,160,0.8125,0.0812,0.3738,0.6262,1
Aldk,probabilities,28,25,265,0.8929,0.0943,0.4137,0.5863,1
Aldk,hashing,37,32,235,0.8649,0.1362,0.4276,0.5724,1
Aldk,expression parsing,2,2,35,1.0,0.0571,0.4343,0.5657,1
Aldk,meet-in-the-middle,3,3,51,1.0,0.0588,0.4353,0.5647,1
Aldk,graphs,165,150,1187,0.9091,0.1264,0.4395,0.5605,1
Aldk,shortest paths,40,37,291,0.925,0.1271,0.4463,0.5537,1
Aldk,graph matchings,14,13,104,0.9286,0.125,0.4464,0.5536,1
Aldk,trees,122,115,934,0.9426,0.1231,0.4509,0.5491,0
Aldk,geometry,45,44,419,0.9778,0.105,0.4541,0.5459,0
Aldk,fft,10,10,110,1.0,0.0909,0.4545,0.5455,0
Aldk,dfs and similar,156,147,1040,0.9423,0.1413,0.4617,0.5383,0
Aldk,matrices,20,19,137,0.95,0.1387,0.4632,0.5368,0
Aldk,dsu,65,62,405,0.9538,0.1531,0.4734,0.5266,0
Aldk,data structures,368,341,1974,0.9266,0.1727,0.4743,0.5257,0
