user,solved,attempts,solve_rate,avg_attempts,avg_problem_rating,max_problem_rating,rating,max_rating
Pushanka,39,73,0.5342465753424658,1.8717948717948718,1530,2900,2087,2087
PvPro,706,2783,0.2536830758174632,3.941926345609065,1887,3500,2791,2791
Pyqe,4205,6101,0.6892312735617112,1.4508917954815697,1638,3500,2735,2994
QYHamster,198,413,0.4794188861985472,2.085858585858586,1683,2900,2322,2449
QuotientMartingale,176,411,0.4282238442822384,2.335227272727273,1824,3500,2494,2661
QwertyPi,1231,3410,0.3609970674486804,2.770105605199025,1648,3500,2685,2944
RDDCCD,1466,3189,0.4597052367513327,2.1753069577080493,1798,3500,2803,2869
RGB_ICPC3,918,2527,0.36327661258409183,2.752723311546841,1582,3500,2105,2402
Ra16bit,2105,4273,0.4926281301193541,2.0299287410926365,1827,3500,2363,2742
Radewoosh,2149,5444,0.3947465099191771,2.5332712889716147,2033,3500,3415,3759
RainC,160,263,0.6083650190114068,1.64375,1391,2600,2229,2229
RainRecall,306,683,0.4480234260614934,2.2320261437908497,2144,3200,2346,2346
Rainmaker2627,149,352,0.42329545454545453,2.3624161073825505,1151,3000,2102,2102
RaresPoinaru,766,1770,0.4327683615819209,2.3107049608355092,1606,3000,2219,2247
Ravnik,30,36,0.8333333333333334,1.2,1546,2900,2475,2475
Rayo,2333,5438,0.42901802133137185,2.3309044149164166,1171,3300,2165,2306
Razvan_Rotaru,937,1948,0.48100616016427106,2.0789754535752403,1301,3500,2144,2144
Remgagagali727,841,2255,0.3729490022172949,2.681331747919144,1629,3400,2022,2140
ReverseFlash081,876,1477,0.5930941096817874,1.6860730593607305,1478,2800,2078,2078
Rice_tawara459,161,246,0.6544715447154471,1.5279503105590062,1662,3500,2259,2394
RigBuhBuh,223,521,0.42802303262955854,2.336322869955157,1596,3500,2259,2271
Ritwin,1243,3448,0.36049883990719256,2.7739340305711986,1450,3300,2073,2439
Robrob09,71,125,0.568,1.7605633802816902,1291,2900,2291,2291
RockyYue,321,914,0.35120350109409193,2.8473520249221185,2043,3500,2348,2372
Rodger2041,1006,1955,0.5145780051150896,1.9433399602385686,1450,2900,2302,2357
Roman_2007,369,602,0.6129568106312292,1.6314363143631436,1376,2800,2129,2252
Rubikun,3434,6665,0.5152288072018004,1.940885264997088,1763,3500,2493,3083
Rvess,1737,4101,0.42355523043160204,2.360967184801382,1666,3400,2148,2268
Ryazimn,2971,5502,0.5399854598327881,1.8519017165937395,1513,3200,2249,2249
SATSKY_2025target_LGM,1164,3852,0.30218068535825543,3.3092783505154637,1989,3500,2648,2648
SDSXC,127,291,0.436426116838488,2.2913385826771653,2214,3500,2462,2462
SK1PY,432,1051,0.4110371075166508,2.4328703703703702,1329,2900,2030,2271
SPatrik,699,2164,0.3230129390018484,3.09585121602289,1423,3000,2181,2422
Sacharlemagne,483,1201,0.4021648626144879,2.4865424430641823,1280,2800,2067,2088
Sacred_Conqurer,144,225,0.64,1.5625,1907,3500,2317,2317
Sakamata_,375,837,0.44802867383512546,2.232,1327,3100,2270,2369
Sanae,961,2767,0.3473075533068305,2.879292403746098,1907,3500,2373,2502
SanjarAlgo,367,709,0.5176304654442877,1.9318801089918256,1084,2700,1475,2123
Saquariu,1361,3555,0.3828410689170183,2.612049963262307,2111,3500,2359,2450
Scalm,1982,4508,0.43966282165039927,2.2744702320887993,1376,3500,2076,2130
Seele_H,113,216,0.5231481481481481,1.9115044247787611,1325,2700,1998,2145
SeptaCube,539,1204,0.4476744186046512,2.2337662337662336,1646,3200,2488,2597
Serin,326,1061,0.3072573044297832,3.254601226993865,1561,3400,2340,2664
Shadow_Shayan,73,186,0.3924731182795699,2.547945205479452,1582,2500,2175,2227
Shakhzod_Toshpulatov,432,1084,0.3985239852398524,2.509259259259259,1490,2800,2126,2126
ShaktiSinghUC,45,69,0.6521739130434783,1.5333333333333334,1220,2300,2241,2241
ShmilyTY,1354,3720,0.3639784946236559,2.7474150664697192,1765,3500,2437,2437
SkillIssueWABird,115,174,0.6609195402298851,1.5130434782608695,1476,2500,2234,2295
Sleep_zZz_2411,28,85,0.32941176470588235,3.0357142857142856,1325,2700,2195,2195
SleeplessSouris,448,1006,0.44532803180914515,2.2455357142857144,2109,3500,2889,2933
Sofapuden,2404,4588,0.5239755884917175,1.9084858569051582,1424,3500,2206,2594
Solyn,29,49,0.5918367346938775,1.6896551724137931,1482,2400,2180,2180
SongC,476,814,0.5847665847665847,1.7100840336134453,1549,2900,2499,2591
SorahISA,1561,3067,0.5089664166938376,1.9647661755285073,1470,3300,2275,2512
SpadeZ,193,848,0.2275943396226415,4.393782383419689,2192,3500,2227,2227
StarLzy,449,874,0.5137299771167048,1.9465478841870825,1571,3300,2447,2447
StarSilk,4087,6886,0.5935230903282022,1.6848544164423782,1731,3500,3094,3289
Stathis,606,1434,0.4225941422594142,2.366336633663366,1421,2800,2131,2155
StelIawinD,1185,2734,0.4334308705193855,2.307172995780591,1824,3200,2540,2679
Sugar_fan,2979,5215,0.5712368168744008,1.7505874454514938,1662,3500,2953,3090
Sulfox,1651,3524,0.4685017026106697,2.134463961235615,1823,3500,2526,2921
Surge568,820,1470,0.5578231292517006,1.7926829268292683,1266,2500,2010,2126
Survivor_winner,751,2249,0.3339261894175189,2.9946737683089215,1982,3500,2378,2463
Swistakk,1212,2631,0.4606613454960091,2.1707920792079207,1957,3500,2498,3105
TKT_YI,1932,3527,0.5477743124468387,1.8255693581780539,1506,3500,2492,2936
TOMO,252,721,0.34951456310679613,2.861111111111111,1500,3200,2025,2197
TadijaSebez,2697,6376,0.42299247176913424,2.364108268446422,1847,3500,2650,3035
Tahirliyev,1428,3157,0.4523281596452328,2.2107843137254903,1620,3200,2184,2250
Teja-Smart,2374,6001,0.3956007332111315,2.5278011794439763,1612,3500,2058,2358
TeletubiGaim33,1591,3423,0.46479696172947704,2.1514770584538025,1468,3300,2158,2221
Temmie,1587,3625,0.4377931034482759,2.2841839949590423,1499,3500,2171,2419
TheFuturoma,910,3047,0.29865441417787986,3.3483516483516484,1764,2800,2136,2209
The_Caspian_Sea,709,1352,0.5244082840236687,1.9069111424541607,1662,3500,2120,2324
The_stardog,235,776,0.30283505154639173,3.302127659574468,2157,3500,2396,2396
Thinkin,34,70,0.4857142857142857,2.0588235294117645,1252,2800,2169,2169
Thomas0802,479,1156,0.4143598615916955,2.4133611691022963,2557,3500,2587,2587
TianyiWei,517,1099,0.47042766151046406,2.125725338491296,1937,3500,2234,2250
TimeLimitExceed,162,383,0.42297650130548303,2.3641975308641974,2015,3400,2289,2391
Timmy1003,193,443,0.435665914221219,2.295336787564767,1323,2800,2274,2274
Timosh,1741,4494,0.38740542946150425,2.5812751292360714,1388,3100,2080,2292
Timothy07,324,792,0.4090909090909091,2.4444444444444446,1852,3300,2199,2227
Tmitmi,341,1031,0.33074684772065954,3.0234604105571847,1253,3200,2169,2217
To_retto,30,56,0.5357142857142857,1.8666666666666667,1493,2700,2376,2376
Tomate,1091,1716,0.6357808857808858,1.5728689275893675,1581,3500,2079,2137
TranVinhHuy2010,813,1311,0.620137299771167,1.6125461254612545,1669,2900,2085,2085
UNDERTAKER,792,2323,0.340938441670254,2.933080808080808,1428,3100,2474,2613
Umiyuri,556,1011,0.5499505440158259,1.8183453237410072,1678,3500,2321,2321
Utena,583,1841,0.3166757197175448,3.1578044596912522,1826,3500,2326,2433
VGZD,148,414,0.357487922705314,2.7972972972972974,1371,2500,2156,2172
ValenciaTravis,1351,2774,0.4870223503965393,2.053293856402665,2000,3300,2414,2443
Valters07,3533,6856,0.5153150525087514,1.940560430229267,1478,3300,2118,2296
VanshRA,1411,3441,0.4100552165068294,2.4386959603118354,1666,3500,2023,2275
Vectors_Master,2925,6816,0.429137323943662,2.33025641025641,1572,3000,1989,2341
VladProg,2104,4243,0.4958755597454631,2.0166349809885933,1527,3500,2446,2830
VladaMG98,1321,2715,0.48655616942909763,2.0552611657834974,1489,3200,2101,2460
VladiG,939,1732,0.542147806004619,1.8445154419595313,1817,3200,2360,2360
WJnY,158,432,0.36574074074074076,2.7341772151898733,2481,3500,2080,2080
WRKWRK,119,221,0.5384615384615384,1.8571428571428572,1802,3500,2420,2499
Wael_Zaiback,2849,7578,0.3759567168118237,2.6598806598806597,1664,3500,2383,2421
WannaWalnut,902,2971,0.30360148098283407,3.2937915742793793,1543,3200,1900,2308
Wansur,2511,6672,0.37634892086330934,2.6571087216248506,1561,3500,2628,2708
WansurMyKing667,741,1822,0.4066959385290889,2.458839406207827,1604,3000,2305,2305
Washburn,62,112,0.5535714285714286,1.8064516129032258,1420,2700,2291,2291
Watersphere,514,1414,0.3635077793493635,2.7509727626459144,1634,3500,2195,2551
Wawi,1181,2793,0.4228428213390619,2.364944961896698,1412,3500,2211,2211
Weiqu0852,61,142,0.4295774647887324,2.3278688524590163,1677,3200,2464,2464
WeirdoAru,145,280,0.5178571428571429,1.9310344827586208,1296,2500,2080,2080
Welcome24ever,892,1726,0.5168018539976825,1.9349775784753362,1354,3000,2432,2432
Windowsredstone,198,412,0.48058252427184467,2.080808080808081,1441,2600,2073,2205
Wobert,1069,2389,0.44746755964838847,2.234798877455566,1681,3300,2329,2404
Wonder_boy,205,548,0.3740875912408759,2.6731707317073172,1095,2800,2231,2231
XVIII,175,240,0.7291666666666666,1.3714285714285714,1929,3500,3345,3345
Xellos,2287,6465,0.3537509667440062,2.8268473983384346,1967,3500,2312,2865
Xerxes,742,2051,0.36177474402730375,2.7641509433962264,1376,3000,2304,2347
XiaY,1142,2551,0.4476675813406507,2.233800350262697,2027,3500,2513,2513
XiangXunyi,302,659,0.4582701062215478,2.1821192052980134,1801,3300,2361,2361
XorGhost,377,414,0.9106280193236715,1.0981432360742707,1012,2700,2448,2501
Xylenox,1671,3727,0.448349879259458,2.2304009575104726,1654,3500,2689,2972
YLF_Cat,103,211,0.4881516587677725,2.0485436893203883,1490,2900,2422,2443
Yagnik_Dhameliya,1149,2817,0.4078807241746539,2.451697127937337,1278,3100,2028,2109
Yaimsea,1178,1713,0.6876824284880327,1.4541595925297113,1534,3200,2378,2378
YeoBL,647,1531,0.42259960809928154,2.366306027820711,1435,2700,2201,2268
YipChip,432,1298,0.33281972265023113,3.0046296296296298,1575,3000,2027,2072
YoshinoTomotake,925,2302,0.4018245004344049,2.4886486486486485,1594,3300,2071,2071
Yoyoyo8128,56,82,0.6829268292682927,1.4642857142857142,1453,2400,2118,2171
YuukiS,1569,3210,0.48878504672897194,2.045889101338432,1759,3500,2684,2757
ZPAYAUR,231,709,0.32581100141043723,3.069264069264069,2174,3500,2220,2220
Z_actuary,472,908,0.5198237885462555,1.923728813559322,1473,2900,2230,2449
Zanite,844,1486,0.5679676985195155,1.7606635071090047,1681,3300,2528,2788
Zheng_iii,1220,1877,0.6499733617474693,1.5385245901639344,1590,3500,2380,2422
Zhou_Hang,111,182,0.6098901098901099,1.6396396396396395,1532,3300,2432,2432
Zhouershan,1012,3858,0.2623120787973043,3.8122529644268774,2336,3500,2733,2744
Zicrus,433,961,0.4505723204994797,2.2193995381062357,1693,3500,2270,2389
Zzhuxia,649,1627,0.3988936693300553,2.5069337442218798,1471,2900,2225,2225
_Diu_,514,1462,0.35157318741450067,2.8443579766536966,2288,3500,2811,2811
_LeMur_,3240,7313,0.4430466292903049,2.2570987654320986,1621,3500,2093,2437
_MCYYDS_,40,70,0.5714285714285714,1.75,1572,3000,2301,2301
_Maikyou_,177,254,0.6968503937007874,1.4350282485875707,1254,2600,2015,2051
__baozii__,1609,3316,0.4852231604342581,2.0609073958980733,1729,3500,2893,2969
__jk__,2012,4164,0.48318924111431316,2.069582504970179,1425,3300,2250,2512
__yingbao,76,128,0.59375,1.6842105263157894,1369,2600,2055,2102
_annhien_ruby22,133,298,0.4463087248322148,2.2406015037593985,1654,3500,2206,2219
_duskTempest,775,1560,0.4967948717948718,2.0129032258064514,1248,3500,2446,2469
_dusktrail,121,177,0.6836158192090396,1.462809917355372,1913,3100,2245,2245
_luqyou_,971,2388,0.40661641541038523,2.459320288362513,1684,3500,2215,2343
_paper_,316,1108,0.2851985559566787,3.5063291139240507,2193,3500,2296,2296
_themezzala,150,253,0.5928853754940712,1.6866666666666668,1349,2300,2150,2259
aaa_Pigeon2,182,285,0.6385964912280702,1.565934065934066,1939,3300,2634,2634
aash8a9,724,1548,0.46770025839793283,2.138121546961326,1355,3500,2023,2023
aastik231205,1266,2763,0.4581976112920738,2.1824644549763033,1469,3000,2164,2312
activedeltorre,127,284,0.4471830985915493,2.236220472440945,1664,2900,2327,2392
adam.jq.xu,543,1199,0.45287739783152625,2.2081031307550645,2016,3500,2506,2506
aditya2005,558,932,0.5987124463519313,1.6702508960573477,1702,3500,2086,2131
ahmedalaa22,2486,7674,0.3239510033880636,3.086886564762671,1425,2900,2025,2070
ahsoltan,1622,3294,0.49241044323011535,2.030826140567201,1752,3400,2391,2533
ahyeon,1146,2884,0.3973647711511789,2.5165794066317626,1456,3400,2445,2446
ainta,1906,4302,0.44304974430497446,2.2570828961175238,2008,3500,2930,3318
akl9,372,638,0.5830721003134797,1.7150537634408602,1560,3200,1998,2207
akramnasiri73,47,83,0.5662650602409639,1.7659574468085106,1368,2700,2081,2081
al3xstr33t,231,389,0.5938303341902313,1.683982683982684,1669,3100,2225,2625
albertbogdanovalbert,93,249,0.37349397590361444,2.6774193548387095,1125,2700,1852,2079
alexlikemath007,967,1657,0.5835847917923959,1.7135470527404344,1417,3500,2132,2405
ali2005_syr,1112,2059,0.5400679941719281,1.8516187050359711,1884,3500,2050,2415
alien5849,96,172,0.5581395348837209,1.7916666666666667,1460,2400,2126,2252
alireza_kaviani,2773,5961,0.46519040429458147,2.149657410746484,1567,3500,2470,3012
alzahrawi,1061,2258,0.46988485385296724,2.1281809613572102,1405,2900,2061,2239
am3-y,64,79,0.810126582278481,1.234375,1323,2200,2027,2027
am_25,1235,2757,0.4479506710192238,2.2323886639676114,1222,2800,2033,2033
amsraman,1313,3538,0.3711136235161108,2.6945925361766947,1868,3500,2065,2345
an0n7me,117,330,0.35454545454545455,2.8205128205128207,1092,2700,2026,2112
anango,959,3628,0.2643329658213892,3.7831074035453596,1616,3500,2382,2404
anhkha1004,1348,2616,0.5152905198776758,1.9406528189910979,1415,3200,2137,2137
anirudhc69,744,1419,0.5243128964059197,1.907258064516129,1377,2900,2221,2221
anmichi,3007,5452,0.551540719002201,1.813102760226139,1605,3200,2506,2676
annyeong1,1053,2169,0.4854771784232365,2.0598290598290596,1339,3000,2419,2499
anpaio,750,1760,0.42613636363636365,2.3466666666666667,1490,3300,2651,2651
anshwww,80,137,0.583941605839416,1.7125,1211,2200,2075,2100
antontrygubO_o,2391,4091,0.5844536788071376,1.710999581764952,1703,3500,2992,3116
aqxa,433,810,0.5345679012345679,1.8706697459584296,1369,3500,2354,2369
aru123,1027,1644,0.6246958637469586,1.6007789678675755,1521,2800,2070,2070
arvindf734,37,71,0.5211267605633803,1.9189189189189189,1429,2500,2206,2379
askd,1902,2957,0.6432194792018938,1.5546792849631967,1681,3200,2245,2372
askr_58,328,544,0.6029411764705882,1.6585365853658536,1483,2900,2219,2350
aslashkin2010,702,1464,0.47950819672131145,2.0854700854700856,1050,2500,2149,2149
atkubo,373,744,0.5013440860215054,1.9946380697050938,1453,3300,2176,2176
autumoon,1401,4099,0.341790680653818,2.9257673090649536,2190,3500,2465,2465
awoo,3335,7496,0.44490394877267875,2.2476761619190406,1737,3500,2165,2709
ayingna,801,2556,0.31338028169014087,3.191011235955056,1638,3500,2151,2393
badtreap,149,267,0.5580524344569289,1.7919463087248322,1569,3300,2601,2601
baodat,338,627,0.5390749601275917,1.8550295857988166,1510,3500,2153,2200
barbie,754,2499,0.3017206882753101,3.3143236074270557,1612,3500,2115,2322
bdfs_then_CSDN,530,1298,0.4083204930662558,2.449056603773585,2031,3500,2303,2303
bdzzj,211,672,0.31398809523809523,3.184834123222749,2291,3500,2423,2423
benben181,454,852,0.5328638497652582,1.8766519823788546,1521,3500,2178,2178
bezime,399,879,0.4539249146757679,2.2030075187969924,1357,3300,2088,2195
bismispis,32,44,0.7272727272727273,1.375,1512,3300,2404,2404
blackyuki,250,554,0.45126353790613716,2.216,1872,3200,2774,3070
bladewaltz,636,1495,0.4254180602006689,2.35062893081761,1793,3000,2035,2148
block_in_mc,45,83,0.5421686746987951,1.8444444444444446,1382,2400,2147,2147
bnnpuu,63,169,0.3727810650887574,2.6825396825396823,1277,3200,2270,2270
bonopo,1317,3011,0.4373962138824311,2.2862566438876235,1556,2900,2151,2241
bookcat,437,1092,0.4001831501831502,2.4988558352402745,1639,3200,2431,2431
bugfeature,17,30,0.5666666666666667,1.7647058823529411,1470,2700,2354,2354
bunH2O,470,1114,0.42190305206463197,2.370212765957447,1572,3500,2535,2784
caoshurui,1419,3899,0.3639394716593998,2.747709654686399,1755,3500,2100,2209
carboxylBase,999,2582,0.38690937257939584,2.5845845845845847,1700,3200,2187,2221
carcinisation,599,1439,0.41626129256428074,2.4023372287145244,1472,3300,2497,2805
cdx123456,746,2140,0.3485981308411215,2.868632707774799,1983,3500,2264,2418
cf_ljy05,170,327,0.5198776758409785,1.923529411764706,1402,2900,2131,2187
chen-xi,410,975,0.4205128205128205,2.3780487804878048,1174,2500,2161,2161
chenlinxuan0226,535,1831,0.292190060076461,3.4224299065420563,1874,3500,2573,2694
chennie,1059,2821,0.37539879475363347,2.663833805476865,1531,3500,2256,2382
chinerist,1280,2560,0.5,2.0,1710,3500,2531,2901
choic_e,25,43,0.5813953488372093,1.72,1388,2400,2040,2040
cike_bilibili,651,2375,0.27410526315789474,3.6482334869431643,2231,3500,2292,2292
ciuim,1243,3197,0.38880200187675945,2.572003218020917,1895,3500,2089,2270
clarinha,618,1167,0.5295629820051414,1.8883495145631068,1650,3400,2246,2254
clawson19,201,288,0.6979166666666666,1.4328358208955223,1773,3500,2144,2147
clue_,157,211,0.7440758293838863,1.3439490445859872,1333,2900,2326,2406
cn449,1174,2517,0.46642828764402067,2.143952299829642,1879,3500,2557,3018
cockatooo_2025GM,1397,2664,0.5243993993993994,1.906943450250537,1683,3000,2215,2311
codebuzz0001,153,276,0.5543478260869565,1.803921568627451,1160,2700,2225,2225
codelegend,2930,5773,0.5075350770829724,1.9703071672354948,1493,3200,2043,2475
codingforenjoy,66,120,0.55,1.8181818181818181,1439,2900,2850,2850
concuuduoc,179,345,0.518840579710145,1.9273743016759777,1646,3500,2125,2250
conqueror_of_tourist,1003,2595,0.38651252408477843,2.5872382851445663,1730,3500,2969,3260
cool_milo,291,884,0.32918552036199095,3.0378006872852232,1978,3500,2061,2349
countful,800,2276,0.351493848857645,2.845,1508,3200,2137,2166
cq__2436,796,1793,0.44394868934746234,2.2525125628140703,1338,2900,2023,2142
cqbzlwz,510,1588,0.3211586901763224,3.1137254901960785,1979,3500,2231,2341
cqrcqr,812,1866,0.43515541264737406,2.2980295566502464,1768,3500,2659,2670
cran,484,954,0.5073375262054507,1.9710743801652892,1529,3200,2166,2247
crazyilian,516,1425,0.36210526315789476,2.761627906976744,1508,3500,2350,2350
crimson000,373,1037,0.35969141755062684,2.780160857908847,2280,3500,2035,2137
csp1025,141,327,0.43119266055045874,2.3191489361702127,1633,3100,2084,2152
cunt,113,193,0.5854922279792746,1.7079646017699115,1649,3300,2186,2366
cuom1999,1656,3818,0.43373493975903615,2.3055555555555554,1700,3400,2225,2506
cuteSubtask,116,299,0.3879598662207358,2.5775862068965516,1587,3500,2286,2302
cyx,1057,2021,0.5230084116773874,1.9120151371807002,1859,3400,2446,2591
czjxyz,246,544,0.4522058823529412,2.2113821138211383,1815,3300,2202,2409
darheb,38,65,0.5846153846153846,1.7105263157894737,1571,2700,2157,2180
darkkcyan,3083,7088,0.4349604966139955,2.2990593577684075,1614,3500,2258,2546
darkmatter_druid,50,65,0.7692307692307693,1.3,1682,3000,2317,2317
destructive_criticism,1424,2794,0.5096635647816751,1.9620786516853932,1641,3400,2338,2550
devans,399,788,0.5063451776649747,1.9749373433583959,1703,3100,2281,2281
diss_quack,250,522,0.4789272030651341,2.088,1551,3300,2055,2168
dlalswp25,1960,3344,0.5861244019138756,1.7061224489795919,1715,3500,2478,2993
dldlzjfs,612,1690,0.3621301775147929,2.761437908496732,1607,3500,2023,2076
dmraykhan,2236,5701,0.39221189265041223,2.5496422182468694,1575,3500,2504,2553
dyppp,1032,2034,0.5073746312684366,1.9709302325581395,1406,3500,2595,2692
ean020920,515,1009,0.5104063429137761,1.9592233009708737,1557,3100,2183,2291
ecnerwala,2626,5170,0.5079303675048356,1.9687738004569688,1900,3500,3216,3844
efishel,730,1284,0.5685358255451713,1.7589041095890412,1552,3000,2049,2149
erekle,962,1759,0.5469016486640137,1.8284823284823284,1539,3400,2190,2544
eriri__,755,3080,0.24512987012987014,4.079470198675497,2303,3500,2117,2202
eyadhjarray111,1769,5277,0.33522834944097024,2.98304126625212,1406,3200,2252,2252
ezraft,3745,9762,0.38363040360581846,2.606675567423231,1462,3500,2153,2299
fIower,58,82,0.7073170731707317,1.4137931034482758,1931,3000,2448,2448
fakeapple,95,182,0.521978021978022,1.9157894736842105,1307,2700,2021,2043
fallingflower,141,235,0.6,1.6666666666666667,1315,2300,2120,2120
familiarize,94,188,0.5,2.0,1582,3000,2571,2571
fangzx,734,2551,0.2877303018424147,3.475476839237057,2026,3500,2337,2385
fanhuaxingyu,1348,3532,0.38165345413363533,2.620178041543027,1503,3500,2059,2059
farkon00,627,1509,0.415506958250497,2.4066985645933014,1862,3300,2245,2410
fengqiyuka,514,1122,0.45811051693404636,2.1828793774319064,2067,3500,2755,2885
ffoooo,454,1610,0.2819875776397516,3.5462555066079293,2248,3500,2028,2028
fireinferno,665,1787,0.37213206491326245,2.687218045112782,1376,2800,2086,2230
firewater,80,151,0.5298013245033113,1.8875,1672,3000,2114,2253
fishy15,1221,2886,0.4230769230769231,2.3636363636363638,1607,3000,2066,2287
fiza,382,517,0.7388781431334622,1.3534031413612566,1187,3100,2122,2149
flakepym,309,652,0.47392638036809814,2.1100323624595467,1137,2700,2091,2144
flashmt,3134,6921,0.4528247363097818,2.2083599234205487,1884,3500,2127,2598
flowing_boat,550,2138,0.25724976613657624,3.887272727272727,2247,3500,2205,2206
flytime,255,430,0.5930232558139535,1.6862745098039216,1592,2900,2207,2352
foreverlasting1202,44,107,0.411214953271028,2.4318181818181817,1472,2500,2209,2209
francesco,608,1396,0.4355300859598854,2.2960526315789473,1422,2900,2205,2314
frankfan,29,47,0.6170212765957447,1.6206896551724137,1300,2400,2024,2024
frznhc,403,1296,0.3109567901234568,3.2158808933002483,1770,3400,2109,2301
fuxh,502,1606,0.3125778331257783,3.199203187250996,1931,3500,1938,2030
fydj,301,662,0.45468277945619334,2.1993355481727574,2168,3500,2379,2379
garvitgaru,21,37,0.5675675675675675,1.7619047619047619,1271,2400,2114,2114
gdgzdyyacm,23,37,0.6216216216216216,1.608695652173913,1491,2700,2158,2158
geospiza,1546,3837,0.40291894709408393,2.4818887451487712,1505,3500,2710,2713
ggorelov_why,87,163,0.5337423312883436,1.8735632183908046,1327,2700,2202,2202
ghc7hHx,478,1038,0.4605009633911368,2.1715481171548117,1490,2800,2201,2210
gleb.astashkin,1723,3712,0.46417025862068967,2.154381892048752,1469,3000,2192,2384
gloria_mundi,396,578,0.6851211072664359,1.4595959595959596,1706,3400,2856,2870
gnwfgg,1314,3347,0.39259037944427844,2.5471841704718416,2054,3000,2102,2113
golomb,1359,2781,0.4886731391585761,2.0463576158940397,1653,3500,2466,2699
goodpjw2008,536,953,0.5624344176285414,1.7779850746268657,1283,2600,2251,2251
gopal.thecoder,943,1158,0.8143350604490501,1.2279957582184517,1774,3500,2334,2362
grass8sheep,1405,3140,0.44745222929936307,2.2348754448398576,2189,3500,2384,2945
gshbholanath19,579,656,0.8826219512195121,1.1329879101899827,1906,3500,2245,2245
gubidubi,386,715,0.5398601398601398,1.8523316062176165,1423,2600,1963,2295
guperman,1124,2444,0.45990180032733224,2.1743772241992882,1584,3500,1884,2428
gzyo4,29,40,0.725,1.3793103448275863,1331,2200,2246,2246
hardgonnapass,26,45,0.5777777777777777,1.7307692307692308,1438,2700,2339,2339
harurun4635,769,1873,0.41057127602776294,2.435630689206762,1556,3300,2590,2835
hhcy,60,119,0.5042016806722689,1.9833333333333334,1361,2400,2175,2175
hihihaha,359,886,0.4051918735891648,2.467966573816156,1623,3500,2190,2293
hitman_py,390,663,0.5882352941176471,1.7,1602,3500,2185,2288
hitonanode,2039,4972,0.4100965406275141,2.43845022069642,1862,3500,2703,3182
hiya_arrrrr,43,127,0.33858267716535434,2.953488372093023,1644,3300,2112,2112
hodza,404,676,0.5976331360946746,1.6732673267326732,1548,3500,2487,2487
hos.lyric,1893,3621,0.5227837613918807,1.9128367670364501,2033,3500,3097,3438
howC,385,797,0.48306148055207027,2.07012987012987,1164,2700,2177,2177
hpqclab,116,222,0.5225225225225225,1.9137931034482758,1556,3500,2596,2596
hshhh_,949,1619,0.5861642989499691,1.7060063224446786,1473,3300,2162,2231
huangallen,399,908,0.43942731277533037,2.275689223057644,1564,3000,2356,2384
huanjua,261,501,0.5209580838323353,1.9195402298850575,1338,2800,2216,2276
hungcubuso1vn,486,992,0.4899193548387097,2.0411522633744856,1633,3400,2189,2235
hungcubuso5vn,40,80,0.5,2.0,1307,2200,2070,2070
hungpc1577,42,88,0.4772727272727273,2.0952380952380953,1166,2500,2023,2057
hushuqi_qwq,248,423,0.5862884160756501,1.7056451612903225,1387,2900,2168,2168
iakovlev.zakhar,866,1716,0.5046620046620046,1.9815242494226328,1589,3200,2213,2662
idontwannadothisanymore,24,38,0.631578947368421,1.5833333333333333,1512,2600,2790,2790
ihgazi,1124,1898,0.5922023182297155,1.688612099644128,1381,2700,2100,2105
iloveMT,185,385,0.4805194805194805,2.081081081081081,1402,3100,2157,2157
irmuun,3911,6076,0.6436800526662277,1.553566862694963,1312,3500,2225,2510
is-i,53,129,0.4108527131782946,2.4339622641509435,1598,2900,2139,2356
is_i,1326,5220,0.2540229885057471,3.936651583710407,1587,3500,1986,2256
isaf27,944,2149,0.43927408096789206,2.2764830508474576,1783,3500,2773,3160
islingr,1777,4636,0.38330457290767905,2.6088913899831176,1721,3500,2167,2251
iulianarsenoiu,374,857,0.4364060676779463,2.2914438502673797,1360,3000,2039,2149
ivandasfs,573,1368,0.41885964912280704,2.387434554973822,1462,2800,2148,2371
ivanovmark,62,153,0.40522875816993464,2.467741935483871,1453,2700,1980,2098
iztrax,63,156,0.40384615384615385,2.4761904761904763,1684,3200,2319,2440
j.w,393,953,0.4123819517313746,2.4249363867684477,1489,2800,2081,2267
jackson.souza,2143,5161,0.41522960666537495,2.4083061129258048,1587,3500,2207,2283
janY_,1689,3532,0.4781993204983013,2.0911782119597393,1562,3300,2224,2467
jeroenodb,2473,6056,0.40835535006605017,2.4488475535786494,1997,3500,3236,3236
jhdfarrell_,304,812,0.37438423645320196,2.6710526315789473,1433,3300,2034,2034
jhvjh,612,1850,0.3308108108108108,3.022875816993464,1624,3500,2130,2130
ji_114514,1347,3519,0.38277919863597615,2.612472160356347,1728,3300,2126,2277
jiangbowen,1437,4056,0.35428994082840237,2.8225469728601253,1996,3500,3259,3401
jiangly,5701,8710,0.6545350172215844,1.527802139975443,1824,3500,3583,4039
jinnan814,62,107,0.5794392523364486,1.7258064516129032,1317,2400,2172,2172
jjang36524,644,1327,0.4853051996985682,2.06055900621118,1514,3300,2627,2644
jjyakioi,434,2040,0.21274509803921568,4.700460829493087,2279,3500,2169,2169
jlass_,1583,3024,0.5234788359788359,1.9102969046114973,1658,3500,2467,2467
jn_275,59,87,0.6781609195402298,1.4745762711864407,1403,2600,2473,2473
jootw,187,384,0.4869791666666667,2.053475935828877,1877,3200,2019,2293
